country,year,sex,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,age_lb,age_ub
Turkmenistan,2015,male,31,515349,6.02,"35,799,628,571",7326,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2015,female,21,505233,4.16,"35,799,628,571",7326,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2015,male,7,225820,3.1,"35,799,628,571",7326,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2015,male,15,484397,3.1,"35,799,628,571",7326,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2015,female,11,487637,2.26,"35,799,628,571",7326,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2015,female,1,58753,1.7,"35,799,628,571",7326,Silent,75,120
,,,,,,,,,,
Turkmenistan,2015,female,3,280211,1.07,"35,799,628,571",7326,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2015,female,5,657432,0.76,"35,799,628,571",7326,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2015,male,1,513926,0.19,"35,799,628,571",7326,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2015,female,0,501611,0,"35,799,628,571",7326,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2015,male,0,35187,0,"35,799,628,571",7326,Silent,75,120
,,,,,,,,,,
Uzbekistan,1990,male,343,1491700,22.99,"13,360,607,918",778,Silent,35,54
,,,,,,,,,,
Uzbekistan,1990,male,129,660200,19.54,"13,360,607,918",778,G.I. Generation,55,74
,,,,,,,,,,
Uzbekistan,1990,male,283,1638100,17.28,"13,360,607,918",778,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1990,male,20,118300,16.91,"13,360,607,918",778,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1990,female,27,218400,12.36,"13,360,607,918",778,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1990,male,191,1955700,9.77,"13,360,607,918",778,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1990,female,77,856800,8.99,"13,360,607,918",778,G.I. Generation,55,74
,,,,,,,,,,
Uzbekistan,1990,female,105,1507400,6.97,"13,360,607,918",778,Silent,35,54
,,,,,,,,,,
Uzbekistan,1990,female,135,1956300,6.9,"13,360,607,918",778,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1990,female,87,1664200,5.23,"13,360,607,918",778,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1990,male,42,2574400,1.63,"13,360,607,918",778,Generation X,5,14
,,,,,,,,,,
Uzbekistan,1990,female,20,2524200,0.79,"13,360,607,918",778,Generation X,5,14
,,,,,,,,,,
Uzbekistan,1991,male,353,1510300,23.37,"13,677,622,222",788,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1991,male,119,668000,17.81,"13,677,622,222",788,Silent,55,74
,,,,,,,,,,
Uzbekistan,1991,male,289,1648400,17.53,"13,677,622,222",788,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1991,male,20,115500,17.32,"13,677,622,222",788,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1991,female,30,216200,13.88,"13,677,622,222",788,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1991,male,209,1970700,10.61,"13,677,622,222",788,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1991,female,57,856200,6.66,"13,677,622,222",788,Silent,55,74
,,,,,,,,,,
Uzbekistan,1991,female,117,1965200,5.95,"13,677,622,222",788,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1991,female,71,1531100,4.64,"13,677,622,222",788,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1991,female,72,1684500,4.27,"13,677,622,222",788,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1991,male,49,2615200,1.87,"13,677,622,222",788,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1991,female,7,2566500,0.27,"13,677,622,222",788,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1992,male,308,1586100,19.42,"12,941,297,376",709,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1992,male,19,125500,15.14,"12,941,297,376",709,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1992,male,105,701800,14.96,"12,941,297,376",709,Silent,55,74
,,,,,,,,,,
Uzbekistan,1992,male,258,1741600,14.81,"12,941,297,376",709,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1992,female,29,232900,12.45,"12,941,297,376",709,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1992,male,257,2079600,12.36,"12,941,297,376",709,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1992,female,57,912800,6.24,"12,941,297,376",709,Silent,55,74
,,,,,,,,,,
Uzbekistan,1992,female,108,2081800,5.19,"12,941,297,376",709,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1992,female,81,1769700,4.58,"12,941,297,376",709,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1992,female,65,1603900,4.05,"12,941,297,376",709,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1992,male,49,2737500,1.79,"12,941,297,376",709,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1992,female,8,2683800,0.3,"12,941,297,376",709,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1993,male,332,1635000,20.31,"13,099,013,836",708,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1993,male,19,113000,16.81,"13,099,013,836",708,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1993,male,278,1714500,16.21,"13,099,013,836",708,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1993,male,111,730700,15.19,"13,099,013,836",708,Silent,55,74
,,,,,,,,,,
Uzbekistan,1993,female,23,220200,10.45,"13,099,013,836",708,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1993,male,218,2098300,10.39,"13,099,013,836",708,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1993,female,60,917800,6.54,"13,099,013,836",708,Silent,55,74
,,,,,,,,,,
Uzbekistan,1993,female,117,2084700,5.61,"13,099,013,836",708,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1993,female,83,1763900,4.71,"13,099,013,836",708,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1993,female,60,1656100,3.62,"13,099,013,836",708,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1993,male,47,2817200,1.67,"13,099,013,836",708,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1993,female,7,2757900,0.25,"13,099,013,836",708,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1994,male,374,1737700,21.52,"12,899,156,991",674,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1994,male,151,786400,19.2,"12,899,156,991",674,Silent,55,74
,,,,,,,,,,
Uzbekistan,1994,male,264,1703700,15.5,"12,899,156,991",674,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1994,female,25,204700,12.21,"12,899,156,991",674,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1994,male,246,2158200,11.4,"12,899,156,991",674,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1994,male,10,95300,10.49,"12,899,156,991",674,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1994,female,53,940400,5.64,"12,899,156,991",674,Silent,55,74
,,,,,,,,,,
Uzbekistan,1994,female,110,2132800,5.16,"12,899,156,991",674,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1994,female,77,1759900,4.38,"12,899,156,991",674,Boomers,25,34
,,,,,,,,,,
Uzbekistan,1994,female,74,1774300,4.17,"12,899,156,991",674,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1994,male,32,2960900,1.08,"12,899,156,991",674,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1994,female,3,2890400,0.1,"12,899,156,991",674,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1995,male,423,1817200,23.28,"13,350,468,917",681,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1995,male,171,811900,21.06,"13,350,468,917",681,Silent,55,74
,,,,,,,,,,
Uzbekistan,1995,male,275,1714800,16.04,"13,350,468,917",681,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1995,male,11,92900,11.84,"13,350,468,917",681,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1995,male,236,2206700,10.69,"13,350,468,917",681,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1995,female,15,199900,7.5,"13,350,468,917",681,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1995,female,64,957100,6.69,"13,350,468,917",681,Silent,55,74
,,,,,,,,,,
Uzbekistan,1995,female,80,1772700,4.51,"13,350,468,917",681,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1995,female,77,1856300,4.15,"13,350,468,917",681,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1995,female,88,2170200,4.05,"13,350,468,917",681,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1995,male,38,3038700,1.25,"13,350,468,917",681,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1995,female,7,2960600,0.24,"13,350,468,917",681,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1996,male,496,1864100,26.61,"13,948,892,216",703,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1996,male,195,819300,23.8,"13,948,892,216",703,Silent,55,74
,,,,,,,,,,
Uzbekistan,1996,male,334,1725200,19.36,"13,948,892,216",703,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1996,male,12,92400,12.99,"13,948,892,216",703,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1996,male,255,2231200,11.43,"13,948,892,216",703,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1996,female,18,199600,9.02,"13,948,892,216",703,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1996,female,55,959900,5.73,"13,948,892,216",703,Silent,55,74
,,,,,,,,,,
Uzbekistan,1996,female,99,1783300,5.55,"13,948,892,216",703,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1996,female,111,2192000,5.06,"13,948,892,216",703,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1996,female,74,1906900,3.88,"13,948,892,216",703,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1996,male,40,3080500,1.3,"13,948,892,216",703,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1996,female,10,3000100,0.33,"13,948,892,216",703,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1997,male,415,1958400,21.19,"14,744,603,774",724,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1997,male,165,832200,19.83,"14,744,603,774",724,Silent,55,74
,,,,,,,,,,
Uzbekistan,1997,male,298,1751200,17.02,"14,744,603,774",724,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1997,male,13,93200,13.95,"14,744,603,774",724,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1997,male,278,2279700,12.19,"14,744,603,774",724,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1997,female,13,202000,6.44,"14,744,603,774",724,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1997,female,120,2240100,5.36,"14,744,603,774",724,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1997,female,88,1803700,4.88,"14,744,603,774",724,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1997,female,44,961600,4.58,"14,744,603,774",724,Silent,55,74
,,,,,,,,,,
Uzbekistan,1997,female,74,2011500,3.68,"14,744,603,774",724,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1997,male,37,3159000,1.17,"14,744,603,774",724,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1997,female,9,3071700,0.29,"14,744,603,774",724,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1998,male,460,2062500,22.3,"14,988,971,211",719,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1998,male,160,832800,19.21,"14,988,971,211",719,Silent,55,74
,,,,,,,,,,
Uzbekistan,1998,male,302,1782600,16.94,"14,988,971,211",719,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1998,male,11,94200,11.68,"14,988,971,211",719,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1998,male,266,2334400,11.39,"14,988,971,211",719,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1998,female,152,2298600,6.61,"14,988,971,211",719,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1998,female,12,204400,5.87,"14,988,971,211",719,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1998,female,94,1823300,5.16,"14,988,971,211",719,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1998,female,42,950300,4.42,"14,988,971,211",719,Silent,55,74
,,,,,,,,,,
Uzbekistan,1998,female,61,2129600,2.86,"14,988,971,211",719,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1998,male,53,3222800,1.64,"14,988,971,211",719,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1998,female,7,3125700,0.22,"14,988,971,211",719,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1999,male,491,2177216,22.55,"17,078,465,982",801,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1999,male,361,1811725,19.93,"17,078,465,982",801,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1999,male,123,818124,15.03,"17,078,465,982",801,Silent,55,74
,,,,,,,,,,
Uzbekistan,1999,male,328,2406752,13.63,"17,078,465,982",801,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1999,male,13,98024,13.26,"17,078,465,982",801,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1999,female,163,2369338,6.88,"17,078,465,982",801,Generation X,15,24
,,,,,,,,,,
Uzbekistan,1999,female,13,209948,6.19,"17,078,465,982",801,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,1999,female,98,1842587,5.32,"17,078,465,982",801,Generation X,25,34
,,,,,,,,,,
Uzbekistan,1999,female,39,923365,4.22,"17,078,465,982",801,Silent,55,74
,,,,,,,,,,
Uzbekistan,1999,female,89,2257145,3.94,"17,078,465,982",801,Boomers,35,54
,,,,,,,,,,
Uzbekistan,1999,male,59,3260451,1.81,"17,078,465,982",801,Millenials,5,14
,,,,,,,,,,
Uzbekistan,1999,female,18,3155241,0.57,"17,078,465,982",801,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2000,male,528,2289656,23.06,"13,760,374,488",632,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2000,male,355,1843476,19.26,"13,760,374,488",632,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2000,male,153,802122,19.07,"13,760,374,488",632,Silent,55,74
,,,,,,,,,,
Uzbekistan,2000,male,350,2492264,14.04,"13,760,374,488",632,Generation X,15,24
,,,,,,,,,,
Uzbekistan,2000,male,12,104358,11.5,"13,760,374,488",632,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,2000,female,19,217711,8.73,"13,760,374,488",632,G.I. Generation,75,120
,,,,,,,,,,
Uzbekistan,2000,female,180,2451893,7.34,"13,760,374,488",632,Generation X,15,24
,,,,,,,,,,
Uzbekistan,2000,female,106,1864696,5.68,"13,760,374,488",632,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2000,female,48,896059,5.36,"13,760,374,488",632,Silent,55,74
,,,,,,,,,,
Uzbekistan,2000,female,98,2381166,4.12,"13,760,374,488",632,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2000,male,57,3279407,1.74,"13,760,374,488",632,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2000,female,13,3166259,0.41,"13,760,374,488",632,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2001,male,513,2389813,21.47,"11,401,351,420",513,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2001,male,377,1884542,20,"11,401,351,420",513,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2001,male,130,792247,16.41,"11,401,351,420",513,Silent,55,74
,,,,,,,,,,
Uzbekistan,2001,male,363,2580294,14.07,"11,401,351,420",513,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2001,male,15,112545,13.33,"11,401,351,420",513,Silent,75,120
,,,,,,,,,,
Uzbekistan,2001,female,16,223250,7.17,"11,401,351,420",513,Silent,75,120
,,,,,,,,,,
Uzbekistan,2001,female,176,2538466,6.93,"11,401,351,420",513,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2001,female,109,1895215,5.75,"11,401,351,420",513,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2001,female,40,881227,4.54,"11,401,351,420",513,Silent,55,74
,,,,,,,,,,
Uzbekistan,2001,female,93,2492917,3.73,"11,401,351,420",513,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2001,male,64,3281449,1.95,"11,401,351,420",513,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2001,female,18,3159562,0.57,"11,401,351,420",513,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2002,male,398,2474921,16.08,"9,687,951,055",428,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2002,male,288,1927000,14.95,"9,687,951,055",428,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2002,male,17,123916,13.72,"9,687,951,055",428,Silent,75,120
,,,,,,,,,,
Uzbekistan,2002,male,100,789412,12.67,"9,687,951,055",428,Silent,55,74
,,,,,,,,,,
Uzbekistan,2002,male,325,2672936,12.16,"9,687,951,055",428,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2002,female,14,230394,6.08,"9,687,951,055",428,Silent,75,120
,,,,,,,,,,
Uzbekistan,2002,female,107,1930142,5.54,"9,687,951,055",428,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2002,female,141,2627925,5.37,"9,687,951,055",428,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2002,female,91,2586025,3.52,"9,687,951,055",428,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2002,female,27,877155,3.08,"9,687,951,055",428,Silent,55,74
,,,,,,,,,,
Uzbekistan,2002,male,49,3260824,1.5,"9,687,951,055",428,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2002,female,19,3131606,0.61,"9,687,951,055",428,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2003,male,385,2557625,15.05,"10,128,112,401",441,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2003,male,259,1966790,13.17,"10,128,112,401",441,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2003,male,100,790059,12.66,"10,128,112,401",441,Silent,55,74
,,,,,,,,,,
Uzbekistan,2003,male,13,134173,9.69,"10,128,112,401",441,Silent,75,120
,,,,,,,,,,
Uzbekistan,2003,male,235,2762675,8.51,"10,128,112,401",441,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2003,female,151,2713618,5.56,"10,128,112,401",441,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2003,female,99,1962726,5.04,"10,128,112,401",441,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2003,female,10,237495,4.21,"10,128,112,401",441,Silent,75,120
,,,,,,,,,,
Uzbekistan,2003,female,31,877339,3.53,"10,128,112,401",441,Silent,55,74
,,,,,,,,,,
Uzbekistan,2003,female,77,2675118,2.88,"10,128,112,401",441,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2003,male,45,3219722,1.4,"10,128,112,401",441,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2003,female,11,3085543,0.36,"10,128,112,401",441,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2004,male,350,2639741,13.26,"12,030,023,548",516,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2004,male,234,2012929,11.62,"12,030,023,548",516,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2004,male,84,792630,10.6,"12,030,023,548",516,Silent,55,74
,,,,,,,,,,
Uzbekistan,2004,male,237,2836903,8.35,"12,030,023,548",516,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2004,male,9,145877,6.17,"12,030,023,548",516,Silent,75,120
,,,,,,,,,,
Uzbekistan,2004,female,137,2782222,4.92,"12,030,023,548",516,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2004,female,10,247300,4.04,"12,030,023,548",516,Silent,75,120
,,,,,,,,,,
Uzbekistan,2004,female,69,2003119,3.44,"12,030,023,548",516,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2004,female,70,2761019,2.54,"12,030,023,548",516,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2004,female,18,880059,2.05,"12,030,023,548",516,Silent,55,74
,,,,,,,,,,
Uzbekistan,2004,male,29,3167129,0.92,"12,030,023,548",516,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2004,female,4,3031913,0.13,"12,030,023,548",516,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2005,male,362,2712283,13.35,"14,307,509,839",606,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2005,male,94,808793,11.62,"14,307,509,839",606,Silent,55,74
,,,,,,,,,,
Uzbekistan,2005,male,238,2060925,11.55,"14,307,509,839",606,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2005,male,13,154634,8.41,"14,307,509,839",606,Silent,75,120
,,,,,,,,,,
Uzbekistan,2005,male,184,2907415,6.33,"14,307,509,839",606,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2005,female,114,2846661,4,"14,307,509,839",606,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2005,female,69,2045225,3.37,"14,307,509,839",606,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2005,female,79,2836489,2.79,"14,307,509,839",606,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2005,female,7,255163,2.74,"14,307,509,839",606,Silent,75,120
,,,,,,,,,,
Uzbekistan,2005,female,21,896756,2.34,"14,307,509,839",606,Silent,55,74
,,,,,,,,,,
Uzbekistan,2005,male,30,3105255,0.97,"14,307,509,839",606,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2005,female,10,2970748,0.34,"14,307,509,839",606,Millenials,5,14
,,,,,,,,,,
Uzbekistan,2009,male,404,3072025,13.15,"33,689,223,673",1332,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2009,male,252,2295850,10.98,"33,689,223,673",1332,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2009,male,81,985960,8.22,"33,689,223,673",1332,Silent,55,74
,,,,,,,,,,
Uzbekistan,2009,male,242,3176656,7.62,"33,689,223,673",1332,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2009,female,186,3079271,6.04,"33,689,223,673",1332,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2009,female,85,2313972,3.67,"33,689,223,673",1332,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2009,male,7,192006,3.65,"33,689,223,673",1332,Silent,75,120
,,,,,,,,,,
Uzbekistan,2009,female,7,318983,2.19,"33,689,223,673",1332,Silent,75,120
,,,,,,,,,,
Uzbekistan,2009,female,65,3263931,1.99,"33,689,223,673",1332,Boomers,35,54
,,,,,,,,,,
Uzbekistan,2009,female,15,1105076,1.36,"33,689,223,673",1332,Silent,55,74
,,,,,,,,,,
Uzbekistan,2009,male,37,2805898,1.32,"33,689,223,673",1332,Generation Z,5,14
,,,,,,,,,,
Uzbekistan,2009,female,18,2678474,0.67,"33,689,223,673",1332,Generation Z,5,14
,,,,,,,,,,
Uzbekistan,2010,male,371,3142694,11.81,"39,332,770,929",1533,Generation X,35,54
,,,,,,,,,,
Uzbekistan,2010,male,235,2375259,9.89,"39,332,770,929",1533,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2010,male,102,1036963,9.84,"39,332,770,929",1533,Silent,55,74
,,,,,,,,,,
Uzbekistan,2010,male,246,3208299,7.67,"39,332,770,929",1533,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2010,female,208,3098743,6.71,"39,332,770,929",1533,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2010,male,9,196160,4.59,"39,332,770,929",1533,Silent,75,120
,,,,,,,,,,
Uzbekistan,2010,female,93,2391172,3.89,"39,332,770,929",1533,Generation X,25,34
,,,,,,,,,,
Uzbekistan,2010,female,101,3339076,3.02,"39,332,770,929",1533,Generation X,35,54
,,,,,,,,,,
Uzbekistan,2010,male,48,2751752,1.74,"39,332,770,929",1533,Generation Z,5,14
,,,,,,,,,,
Uzbekistan,2010,female,5,322899,1.55,"39,332,770,929",1533,Silent,75,120
,,,,,,,,,,
Uzbekistan,2010,female,16,1161422,1.38,"39,332,770,929",1533,Silent,55,74
,,,,,,,,,,
Uzbekistan,2010,female,30,2627344,1.14,"39,332,770,929",1533,Generation Z,5,14
,,,,,,,,,,
Uzbekistan,2011,male,457,3204569,14.26,"45,915,191,189",1767,Generation X,35,54
,,,,,,,,,,
Uzbekistan,2011,male,271,2457050,11.03,"45,915,191,189",1767,Millenials,25,34
,,,,,,,,,,
Uzbekistan,2011,male,264,3211080,8.22,"45,915,191,189",1767,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2011,female,248,3092119,8.02,"45,915,191,189",1767,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2011,male,76,1086405,7,"45,915,191,189",1767,Boomers,55,74
,,,,,,,,,,
Uzbekistan,2011,female,139,2469295,5.63,"45,915,191,189",1767,Millenials,25,34
,,,,,,,,,,
Uzbekistan,2011,male,10,204956,4.88,"45,915,191,189",1767,Silent,75,120
,,,,,,,,,,
Uzbekistan,2011,female,78,3404363,2.29,"45,915,191,189",1767,Generation X,35,54
,,,,,,,,,,
Uzbekistan,2011,male,45,2710780,1.66,"45,915,191,189",1767,Generation Z,5,14
,,,,,,,,,,
Uzbekistan,2011,female,19,1218296,1.56,"45,915,191,189",1767,Boomers,55,74
,,,,,,,,,,
Uzbekistan,2011,female,5,330662,1.51,"45,915,191,189",1767,Silent,75,120
,,,,,,,,,,
Uzbekistan,2011,female,28,2588474,1.08,"45,915,191,189",1767,Generation Z,5,14
,,,,,,,,,,
Uzbekistan,2012,male,404,3273281,12.34,"51,821,573,338",1964,Generation X,35,54
,,,,,,,,,,
Uzbekistan,2012,male,133,1141487,11.65,"51,821,573,338",1964,Boomers,55,74
,,,,,,,,,,
Uzbekistan,2012,male,290,2548472,11.38,"51,821,573,338",1964,Millenials,25,34
,,,,,,,,,,
Uzbekistan,2012,female,333,3072826,10.84,"51,821,573,338",1964,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2012,male,311,3199204,9.72,"51,821,573,338",1964,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2012,male,15,213713,7.02,"51,821,573,338",1964,Silent,75,120
,,,,,,,,,,
Uzbekistan,2012,female,148,2556673,5.79,"51,821,573,338",1964,Millenials,25,34
,,,,,,,,,,
Uzbekistan,2012,female,89,3474788,2.56,"51,821,573,338",1964,Generation X,35,54
,,,,,,,,,,
Uzbekistan,2012,male,67,2701361,2.48,"51,821,573,338",1964,Generation Z,5,14
,,,,,,,,,,
Uzbekistan,2012,female,25,1283060,1.95,"51,821,573,338",1964,Boomers,55,74
,,,,,,,,,,
Uzbekistan,2012,female,4,338557,1.18,"51,821,573,338",1964,Silent,75,120
,,,,,,,,,,
Uzbekistan,2012,female,16,2578408,0.62,"51,821,573,338",1964,Generation Z,5,14
,,,,,,,,,,
Uzbekistan,2013,male,481,3346411,14.37,"57,690,453,461",2150,Generation X,35,54
,,,,,,,,,,
Uzbekistan,2013,male,328,2644648,12.4,"57,690,453,461",2150,Millenials,25,34
,,,,,,,,,,
Uzbekistan,2013,female,323,3039740,10.63,"57,690,453,461",2150,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2013,male,320,3171202,10.09,"57,690,453,461",2150,Millenials,15,24
,,,,,,,,,,
Uzbekistan,2013,male,119,1202790,9.89,"57,690,453,461",2150,Boomers,55,74
,,,,,,,,,,
Uzbekistan,2013,male,13,221002,5.88,"57,690,453,461",2150,Silent,75,120
,,,,,,,,,,
Uzbekistan,2013,female,146,2647820,5.51,"57,690,453,461",2150,Millenials,25,34
